"","proprietario","scale.TempoRelacionamento.","scale.idade.","scale.ScoreSerasa.","Quitaçãointegal","QuitaçãoParceladoDA","QuitaçãoParceladoExercicio","Pagamentparcial","Pagamentsem.pagamento","NaturezaDívidaFraude","NaturezaDívidaGrandeDevedor","AtrasoAnterior","RespSolidaria","negociaçãoanteior","scale.protestos.","scale.dividasexecutadas.","scale.dividasDA.","scale.regularidadeAcessorias.","scale.BencajudREnajud.","prescricao","precatResInd","saldodevedor","y"
"13",0,1.57939900447325,1.67822866385447,0.24564511629989,0,1,0,1,0,1,0,0,1,1,1.97349265091247,1.97994921523476,1.03082378542783,0.999150358479104,-0.994763708052689,0,0,0.0281140792649239,1
"14",0,0.672014577654578,1.67822866385447,0.419776297707492,1,0,0,1,0,0,1,0,1,0,-0.0090204345388034,0.988288784885789,1.03082378542783,0.999150358479104,-0.994763708052689,0,1,0.832035887055099,0
"15",1,1.46597595112092,0.554782024412836,0.0227572040981594,0,1,0,1,0,1,0,0,1,0,1.97349265091247,-0.995032075812162,-0.983881160194824,-1.00075027898908,-0.994763708052689,0,1,0.770090949023142,1
"16",1,1.23912984441625,-0.729156992091883,1.61779882579179,0,0,1,0,1,0,1,1,1,0,-0.0090204345388034,-0.995032075812162,1.03082378542783,0.999150358479104,-0.994763708052689,0,0,0.305386854102835,1
"17",0,-0.689062062573434,0.314043458818201,0.802864896804216,0,1,0,1,0,0,1,0,1,0,-0.0090204345388034,0.988288784885789,2.03817625823916,0.999150358479104,1.00516332864351,0,1,0.66608772566542,0
"18",0,1.52268747779709,1.67822866385447,-1.36332699990635,1,0,0,1,0,1,0,1,1,1,-0.0090204345388034,-0.995032075812162,0.0234713126165039,0.999150358479104,-0.994763708052689,0,0,0.4008706624154,1
"19",1,1.06899526438775,-0.809403180623428,-1.31805289274037,0,1,0,1,0,1,0,1,0,0,-1.00027697726444,-0.995032075812162,-0.983881160194824,0.999150358479104,-0.994763708052689,1,0,0.0850810366682708,1
"20",1,1.69282205782559,-0.729156992091883,1.56207684774136,0,0,1,1,0,1,0,1,0,0,-0.0090204345388034,-0.00337164546318658,-0.983881160194824,0.999150358479104,-0.994763708052689,0,0,0.0863661931362003,1
"21",1,1.06899526438775,-0.809403180623428,0.214301503646521,0,0,1,1,0,1,0,0,1,0,0.982236108186834,-0.995032075812162,1.03082378542783,0.999150358479104,-0.994763708052689,1,1,0.803472111700103,1
"22",1,0.501879997626076,-0.167433672371069,-0.360331394998565,1,0,0,1,0,1,0,0,1,1,0.982236108186834,-0.995032075812162,0.0234713126165039,0.999150358479104,1.00516332864351,0,1,0.901273791445419,1
"23",1,1.57939900447325,-1.53161887740733,-0.00510378492705688,0,0,1,1,0,1,0,0,1,0,-1.00027697726444,-0.995032075812162,0.0234713126165039,0.999150358479104,-0.994763708052689,0,0,0.369384108576924,1
"24",1,-0.5756390092211,1.1967515326652,1.54814635322875,0,1,0,1,0,1,0,1,1,0,-1.00027697726444,-0.00337164546318658,1.03082378542783,-1.00075027898908,-0.994763708052689,1,0,0.119290336733684,1
"25",1,1.57939900447325,0.314043458818201,-0.203613331731723,1,0,0,0,1,1,0,0,0,1,-1.00027697726444,-0.995032075812162,1.03082378542783,-1.00075027898908,-0.994763708052689,1,0,0.331579669611529,1
"26",0,1.01228373771158,0.635028212944381,-0.966307906297019,0,0,1,0,1,0,1,1,1,0,-0.0090204345388034,2.97160964558374,-0.983881160194824,-1.00075027898908,-0.994763708052689,0,1,0.0723839742131531,0
"27",0,-0.689062062573434,-0.729156992091883,0.67400782256259,0,1,0,0,1,1,0,1,1,1,-0.0090204345388034,-0.00337164546318658,0.0234713126165039,-1.00075027898908,1.00516332864351,0,0,0.0262494361959398,0
"28",1,-0.745773589249601,1.11650534413365,-0.966307906297019,0,0,1,0,1,1,0,1,1,0,-1.00027697726444,-0.995032075812162,1.03082378542783,0.999150358479104,-0.994763708052689,0,1,0.998374187387526,0
"29",1,1.69282205782559,-1.21063412328115,-0.30112679331998,1,0,0,0,1,0,1,0,1,0,1.97349265091247,-0.00337164546318658,-0.983881160194824,-1.00075027898908,1.00516332864351,0,0,0.904745583655313,1
"30",0,-1.0860427493066,1.67822866385447,-0.896655433733978,0,0,1,0,1,0,1,0,0,0,-0.0090204345388034,-0.00337164546318658,0.0234713126165039,0.999150358479104,-0.994763708052689,0,1,0.316113916458562,0
"31",0,1.57939900447325,0.233797270286656,1.57600734225397,1,0,0,1,0,0,1,1,0,1,-0.0090204345388034,-0.995032075812162,0.0234713126165039,0.999150358479104,1.00516332864351,1,0,0.931515959324315,1
"32",1,-1.65315801606828,-0.809403180623428,-0.983721024437779,1,0,0,1,0,0,1,1,0,0,-1.00027697726444,1.97994921523476,-0.983881160194824,-1.00075027898908,1.00516332864351,1,1,0.884351447457448,0
"33",0,0.331745417597575,0.875766778539016,-1.34243125813744,1,0,0,1,0,0,1,1,1,1,-1.00027697726444,-0.00337164546318658,-0.983881160194824,-1.00075027898908,-0.994763708052689,0,1,0.213324618991464,0
"34",1,0.275033890921408,0.554782024412836,1.50983749331908,0,1,0,0,1,1,0,0,0,1,0.982236108186834,-0.00337164546318658,0.0234713126165039,0.999150358479104,-0.994763708052689,0,0,0.908177069621161,1
"35",1,-0.0652352691355952,0.0733048932235663,-0.106099870143466,0,0,1,1,0,1,0,1,0,0,-1.00027697726444,-0.00337164546318658,2.03817625823916,-1.00075027898908,-0.994763708052689,0,0,0.953355452278629,1
"36",0,-1.65315801606828,-0.729156992091883,-0.395157631280085,1,0,0,0,1,0,1,0,1,1,-0.0090204345388034,-0.995032075812162,-0.983881160194824,0.999150358479104,1.00516332864351,0,0,0.421834112145007,0
"37",1,-0.235369849164097,-0.408172237965704,-0.513566834637254,0,1,0,1,0,1,0,1,0,0,-1.00027697726444,-0.995032075812162,1.03082378542783,0.999150358479104,1.00516332864351,1,1,0.562942523276433,0
"38",1,0.104899310892906,-0.889649369154973,-0.00162116129890484,0,0,1,0,1,1,0,1,0,0,-0.0090204345388034,-0.995032075812162,3.04552873105049,-1.00075027898908,-0.994763708052689,0,1,0.351961677661166,0
"39",0,-1.31288885601127,1.43749009825983,0.478980899386076,0,1,0,1,0,1,0,1,1,1,-1.00027697726444,-0.00337164546318658,1.03082378542783,-1.00075027898908,1.00516332864351,0,1,0.812652442837134,0
"40",1,-1.48302343603977,-1.53161887740733,0.106340171173808,0,0,1,0,1,1,0,1,1,0,-1.00027697726444,-0.00337164546318658,0.0234713126165039,-1.00075027898908,-0.994763708052689,1,1,0.0585503769107163,0
"41",0,0.728726104330745,-0.167433672371069,1.26257121572028,0,0,1,1,0,1,0,0,0,1,1.97349265091247,-0.995032075812162,0.0234713126165039,-1.00075027898908,1.00516332864351,1,0,0.213547120103613,1
"42",1,1.01228373771158,-0.00694129530797871,1.47849388066571,0,0,1,1,0,1,0,1,0,0,0.982236108186834,0.988288784885789,-0.983881160194824,0.999150358479104,-0.994763708052689,1,1,0.476111482596025,1
"43",0,0.0481877842167391,1.1967515326652,-1.26233091468994,0,0,1,1,0,1,0,1,1,0,0.982236108186834,-0.995032075812162,0.0234713126165039,0.999150358479104,1.00516332864351,1,1,0.745910299709067,0
"44",1,1.06899526438775,0.795520590007471,1.69441654561114,1,0,0,0,1,1,0,1,0,1,-0.0090204345388034,-0.00337164546318658,0.0234713126165039,0.999150358479104,-0.994763708052689,1,1,0.2366324798204,1
"45",1,0.501879997626076,1.35724390972829,0.444154663104556,0,1,0,1,0,1,0,0,1,1,-0.0090204345388034,-0.00337164546318658,0.0234713126165039,-1.00075027898908,-0.994763708052689,1,1,0.408475606003776,1
"46",1,-0.802485115925768,-1.53161887740733,1.01182231449334,1,0,0,1,0,0,1,0,0,0,0.982236108186834,1.97994921523476,2.03817625823916,-1.00075027898908,-0.994763708052689,0,0,0.860086265020072,0
"47",1,-1.42631190936361,0.233797270286656,0.374502190541515,0,1,0,0,1,1,0,1,1,1,-1.00027697726444,-0.00337164546318658,2.03817625823916,0.999150358479104,-0.994763708052689,1,0,0.579639352159575,0
"48",0,0.104899310892906,-0.729156992091883,-0.109582493771618,1,0,0,1,0,1,0,0,0,1,-1.00027697726444,-0.00337164546318658,1.03082378542783,0.999150358479104,-0.994763708052689,1,0,0.210597793571651,0
"49",0,1.06899526438775,0.233797270286656,0.534702877436509,0,1,0,0,1,0,1,1,0,1,-0.0090204345388034,-0.00337164546318658,3.04552873105049,0.999150358479104,1.00516332864351,0,0,0.268319664057344,0
"50",0,1.12570679106391,-1.45137268887579,0.869034745739104,0,0,1,1,0,0,1,1,1,1,-1.00027697726444,-0.00337164546318658,0.0234713126165039,-1.00075027898908,-0.994763708052689,1,1,0.0144477116409689,1
"51",1,1.12570679106391,-1.53161887740733,1.36008467730854,1,0,0,1,0,0,1,0,0,0,-1.00027697726444,-0.995032075812162,0.0234713126165039,0.999150358479104,-0.994763708052689,1,0,0.399097287328914,1
"52",1,0.275033890921408,0.795520590007471,-0.214061202616179,0,0,1,1,0,1,0,1,0,1,-1.00027697726444,-0.00337164546318658,0.0234713126165039,0.999150358479104,-0.994763708052689,0,0,0.848272270290181,1
"53",1,0.672014577654578,0.314043458818201,1.38098041907745,0,1,0,0,1,0,1,0,0,1,0.982236108186834,0.988288784885789,0.0234713126165039,0.999150358479104,-0.994763708052689,0,1,0.91023434093222,0
"54",0,-0.859196642601935,-0.167433672371069,-0.548393070918775,0,0,1,1,0,0,1,0,1,1,-1.00027697726444,0.988288784885789,0.0234713126165039,-1.00075027898908,-0.994763708052689,1,1,0.0855100823100656,0
"55",0,-0.348792902516431,0.715274401475926,-0.203613331731723,0,0,1,1,0,1,0,1,1,1,-1.00027697726444,0.988288784885789,0.0234713126165039,0.999150358479104,1.00516332864351,0,1,0.385916009079665,0
"56",0,0.842149157683079,0.153551081755111,1.70486441649559,0,0,1,0,1,1,0,1,1,0,0.982236108186834,-0.995032075812162,-0.983881160194824,0.999150358479104,1.00516332864351,1,1,0.475361816585064,1
"57",1,-0.121946795811762,1.1967515326652,-0.6772501451604,0,1,0,1,0,0,1,1,1,0,-1.00027697726444,-0.00337164546318658,3.04552873105049,-1.00075027898908,1.00516332864351,0,1,0.537447837647051,0
"58",0,-1.02933122263044,1.43749009825983,0.412811050451188,0,0,1,1,0,0,1,1,1,0,-0.0090204345388034,-0.995032075812162,1.03082378542783,-1.00075027898908,1.00516332864351,0,0,0.280788837466389,0
"59",0,-0.802485115925768,1.51773628679138,1.33222368828333,0,0,1,1,0,1,0,1,1,0,-0.0090204345388034,-0.00337164546318658,-0.983881160194824,-1.00075027898908,-0.994763708052689,0,1,0.0943079674616456,1
"60",1,0.842149157683079,-0.729156992091883,0.447637286732708,0,1,0,1,0,0,1,1,0,0,-0.0090204345388034,-0.00337164546318658,-0.983881160194824,-1.00075027898908,1.00516332864351,0,1,0.0189795654732734,1
"61",0,0.728726104330745,0.795520590007471,1.32874106465517,1,0,0,1,0,0,1,1,0,0,0.982236108186834,-0.995032075812162,-0.983881160194824,-1.00075027898908,1.00516332864351,1,0,0.884401477873325,1
"62",1,1.12570679106391,0.474535835881291,-1.19964368938321,1,0,0,1,0,0,1,1,0,0,-1.00027697726444,-0.00337164546318658,-0.983881160194824,0.999150358479104,-0.994763708052689,0,1,0.923087903065607,0
"63",1,0.842149157683079,-1.05014174621806,-1.35636175265005,0,1,0,1,0,0,1,1,0,0,-0.0090204345388034,0.988288784885789,-0.983881160194824,-1.00075027898908,1.00516332864351,1,0,0.716107926564291,0
"64",1,1.06899526438775,1.43749009825983,-1.09516498053864,0,1,0,1,0,1,0,1,0,0,-1.00027697726444,-0.995032075812162,0.0234713126165039,0.999150358479104,-0.994763708052689,1,1,0.371497790329158,1
"65",0,0.955572211035414,-0.00694129530797871,1.17898824864464,1,0,0,0,1,0,1,1,1,1,-0.0090204345388034,0.988288784885789,-0.983881160194824,-1.00075027898908,-0.994763708052689,1,0,0.388976486166939,1
"66",0,0.955572211035414,1.27699772119674,-0.158339224565747,0,0,1,0,1,1,0,1,1,0,-1.00027697726444,-0.00337164546318658,2.03817625823916,0.999150358479104,-0.994763708052689,1,1,0.0263321194797754,1
"67",1,0.0481877842167391,-0.167433672371069,0.0436529458670716,0,0,1,0,1,0,1,0,0,1,-0.0090204345388034,-0.995032075812162,1.03082378542783,0.999150358479104,-0.994763708052689,0,1,0.426493445178494,0
"68",1,-0.802485115925768,-1.21063412328115,1.18247087227279,0,1,0,0,1,0,1,1,1,1,1.97349265091247,-0.995032075812162,-0.983881160194824,-1.00075027898908,-0.994763708052689,1,1,0.643645119620487,0
"69",0,-0.178658322487929,-1.21063412328115,-0.273265804294764,0,0,1,1,0,1,0,1,1,0,-0.0090204345388034,-0.00337164546318658,0.0234713126165039,-1.00075027898908,-0.994763708052689,0,1,0.492068085586652,1
"70",1,-1.02933122263044,-1.2908803118127,1.39142828996191,0,1,0,1,0,0,1,1,1,1,-1.00027697726444,-0.995032075812162,1.03082378542783,0.999150358479104,1.00516332864351,0,0,0.258876714156941,0
"71",0,-1.14275427598277,-1.13038793474961,0.987443949096274,0,1,0,1,0,1,0,0,1,1,-0.0090204345388034,-0.00337164546318658,-0.983881160194824,-1.00075027898908,1.00516332864351,0,1,0.77182471496053,1
"72",0,1.40926442444475,-1.53161887740733,-1.69069362095264,1,0,0,1,0,0,1,1,1,1,-1.00027697726444,-0.00337164546318658,1.03082378542783,-1.00075027898908,1.00516332864351,0,0,0.151955012232065,0
"73",0,-1.70986954274444,0.394289647349746,1.69441654561114,0,0,1,1,0,1,0,0,1,0,1.97349265091247,0.988288784885789,3.04552873105049,0.999150358479104,-0.994763708052689,1,1,0.724585244664922,0
"74",1,-0.008523742459428,-0.809403180623428,-0.705111134185616,1,0,0,1,0,1,0,1,0,1,-1.00027697726444,-0.995032075812162,0.0234713126165039,0.999150358479104,1.00516332864351,0,1,0.822539482498541,1
"75",0,0.445168470949909,1.03625915560211,-0.917551175502891,0,1,0,0,1,0,1,0,1,0,-0.0090204345388034,-0.00337164546318658,0.0234713126165039,0.999150358479104,-0.994763708052689,1,1,0.775587491923943,0
"76",0,-0.235369849164097,-0.167433672371069,0.900378358392473,0,1,0,1,0,1,0,1,1,0,-1.00027697726444,0.988288784885789,-0.983881160194824,0.999150358479104,1.00516332864351,1,0,0.494163975818083,1
"77",0,-1.65315801606828,1.11650534413365,0.569529113718029,0,1,0,0,1,1,0,0,1,1,-0.0090204345388034,0.988288784885789,0.0234713126165039,-1.00075027898908,1.00516332864351,0,1,0.0595558611676097,1
"78",0,1.06899526438775,1.1967515326652,-1.45039259061015,0,0,1,0,1,0,1,1,1,1,-0.0090204345388034,-0.00337164546318658,0.0234713126165039,0.999150358479104,-0.994763708052689,1,0,0.0572074935771525,0
"79",0,0.388456944273742,0.153551081755111,-0.809589843030177,1,0,0,0,1,0,1,1,0,0,-0.0090204345388034,2.97160964558374,-0.983881160194824,-1.00075027898908,1.00516332864351,0,0,0.982068133307621,0
"80",0,0.275033890921408,-1.05014174621806,-1.57228441759547,1,0,0,1,0,1,0,0,0,1,-0.0090204345388034,1.97994921523476,0.0234713126165039,0.999150358479104,-0.994763708052689,0,1,0.943448790814728,0
"81",1,0.558591524302243,-0.167433672371069,1.52376798783169,0,1,0,1,0,0,1,1,1,1,0.982236108186834,-0.995032075812162,-0.983881160194824,-1.00075027898908,-0.994763708052689,1,0,0.176215861923993,1
"82",0,1.01228373771158,-0.889649369154973,1.15112725961942,1,0,0,1,0,1,0,0,1,1,0.982236108186834,-0.00337164546318658,-0.983881160194824,-1.00075027898908,-0.994763708052689,1,1,0.360903735039756,1
"83",1,0.898860684359246,0.635028212944381,0.151614278339785,1,0,0,0,1,1,0,0,0,0,-1.00027697726444,-0.995032075812162,0.0234713126165039,0.999150358479104,1.00516332864351,0,0,0.936205479782075,1
"84",0,0.842149157683079,1.51773628679138,-1.66979787918373,0,0,1,0,1,1,0,1,1,1,-0.0090204345388034,-0.00337164546318658,0.0234713126165039,0.999150358479104,1.00516332864351,1,0,0.986190068302676,0
"85",0,-0.178658322487929,1.59798247532292,-1.46084046149461,1,0,0,0,1,1,0,1,0,1,-1.00027697726444,2.97160964558374,0.0234713126165039,0.999150358479104,1.00516332864351,0,0,0.167402565246448,0
"86",1,0.331745417597575,-0.648910803560338,0.196888385505761,0,0,1,0,1,0,1,0,0,0,-0.0090204345388034,0.988288784885789,-0.983881160194824,-1.00075027898908,1.00516332864351,1,0,0.525224574375898,1
"87",0,-1.25617732933511,-0.488418426497249,-1.08123448602604,0,0,1,0,1,1,0,1,0,0,-0.0090204345388034,-0.995032075812162,0.0234713126165039,-1.00075027898908,-0.994763708052689,1,0,0.840470178518444,0
"88",1,1.63611053114942,0.956012967070561,0.921274100161385,1,0,0,0,1,1,0,1,0,1,-1.00027697726444,-0.995032075812162,-0.983881160194824,-1.00075027898908,1.00516332864351,1,1,0.0279148337431252,1
"89",0,1.06899526438775,-1.61186506593888,0.625251091768462,0,1,0,0,1,1,0,1,1,0,-1.00027697726444,-0.995032075812162,-0.983881160194824,-1.00075027898908,1.00516332864351,0,0,0.00233158282935619,1
"90",1,0.218322364245241,0.233797270286656,0.875999992995408,0,0,1,0,1,0,1,0,0,0,0.982236108186834,-0.00337164546318658,0.0234713126165039,0.999150358479104,-0.994763708052689,0,1,0.0164068413432688,1
"91",1,-1.02933122263044,-0.408172237965704,1.39142828996191,1,0,0,0,1,1,0,1,0,0,-1.00027697726444,-0.00337164546318658,0.0234713126165039,-1.00075027898908,-0.994763708052689,1,1,0.280452078441158,1
"92",0,-0.5756390092211,1.35724390972829,-0.732972123210833,0,1,0,1,0,1,0,0,0,0,-0.0090204345388034,0.988288784885789,1.03082378542783,-1.00075027898908,1.00516332864351,0,1,0.879700271878392,0
"93",0,0.0481877842167391,1.35724390972829,-1.446909966982,1,0,0,1,0,0,1,0,1,0,-1.00027697726444,-0.995032075812162,-0.983881160194824,0.999150358479104,-0.994763708052689,1,1,0.272409716621041,0
"94",0,-1.02933122263044,0.635028212944381,-0.959342659040715,0,0,1,0,1,0,1,1,1,1,0.982236108186834,0.988288784885789,-0.983881160194824,0.999150358479104,-0.994763708052689,1,1,0.335412759333849,0
"95",1,0.161610837569073,0.715274401475926,0.625251091768462,0,0,1,0,1,1,0,0,1,1,-1.00027697726444,-0.00337164546318658,-0.983881160194824,-1.00075027898908,1.00516332864351,0,0,0.813889730256051,1
"96",0,-1.48302343603977,-0.648910803560338,-0.861829197452458,1,0,0,0,1,0,1,1,0,1,-1.00027697726444,-0.995032075812162,0.0234713126165039,0.999150358479104,-0.994763708052689,1,0,0.429490448208526,0
"97",1,-1.48302343603977,-1.53161887740733,0.795899649547912,0,0,1,0,1,0,1,0,0,1,-1.00027697726444,-0.00337164546318658,2.03817625823916,0.999150358479104,-0.994763708052689,0,1,0.614120680140331,0
"98",0,0.388456944273742,-0.408172237965704,-0.952377411784411,0,1,0,0,1,1,0,1,1,0,-0.0090204345388034,0.988288784885789,0.0234713126165039,-1.00075027898908,-0.994763708052689,1,0,0.237738557159901,0
"99",0,0.104899310892906,-1.53161887740733,-0.363814018626717,1,0,0,0,1,0,1,0,1,1,-1.00027697726444,-0.995032075812162,0.0234713126165039,0.999150358479104,1.00516332864351,0,0,0.399305789265782,0
"100",1,0.728726104330745,-0.809403180623428,-1.67328050281188,1,0,0,0,1,0,1,1,1,0,2.96474919363811,-0.00337164546318658,0.0234713126165039,0.999150358479104,1.00516332864351,0,1,0.136717264307663,0
"101",1,1.63611053114942,1.03625915560211,-0.938446917271803,0,1,0,0,1,1,0,0,0,1,-1.00027697726444,-0.00337164546318658,0.0234713126165039,-1.00075027898908,-0.994763708052689,0,1,0.916954267304391,1
"102",0,0.672014577654578,0.233797270286656,-0.52401470552171,1,0,0,0,1,1,0,1,1,1,-1.00027697726444,-0.995032075812162,0.0234713126165039,0.999150358479104,1.00516332864351,0,0,0.166638409951702,1
"103",1,1.40926442444475,0.394289647349746,0.200371009133913,0,1,0,0,1,0,1,1,0,0,-1.00027697726444,-0.995032075812162,0.0234713126165039,-1.00075027898908,1.00516332864351,1,0,0.752382066799328,1
"104",0,-1.14275427598277,-1.13038793474961,-1.16481745310169,1,0,0,1,0,0,1,0,0,1,-1.00027697726444,-0.995032075812162,0.0234713126165039,0.999150358479104,1.00516332864351,1,1,0.427127334056422,0
"105",1,0.388456944273742,-1.21063412328115,-0.562323565431383,0,1,0,0,1,1,0,1,1,0,0.982236108186834,-0.995032075812162,1.03082378542783,0.999150358479104,1.00516332864351,0,0,0.981099427677691,0
"106",1,0.501879997626076,1.67822866385447,-1.21705680752397,0,1,0,1,0,0,1,1,0,0,-1.00027697726444,-0.00337164546318658,1.03082378542783,0.999150358479104,-0.994763708052689,0,1,0.269395787036046,0
"107",0,-0.97261969595427,1.27699772119674,-0.133960859168682,0,0,1,1,0,1,0,1,0,0,-1.00027697726444,1.97994921523476,0.0234713126165039,0.999150358479104,-0.994763708052689,0,1,0.50939033459872,0
"108",1,-1.59644648939211,0.0733048932235663,0.0715139348922879,0,1,0,0,1,0,1,0,1,0,-0.0090204345388034,-0.995032075812162,-0.983881160194824,-1.00075027898908,-0.994763708052689,1,1,0.465731288073584,1
"109",0,-0.632350535897267,0.795520590007471,1.26605383934844,0,1,0,0,1,0,1,1,0,1,-0.0090204345388034,-0.00337164546318658,1.03082378542783,-1.00075027898908,1.00516332864351,1,0,0.817061693640426,0
"110",1,-1.53973496271594,0.795520590007471,-1.26581353831809,0,0,1,1,0,0,1,1,1,1,-1.00027697726444,-0.995032075812162,0.0234713126165039,-1.00075027898908,-0.994763708052689,0,1,0.430567702744156,0
"111",1,1.12570679106391,-0.408172237965704,-1.29019190371516,0,1,0,0,1,1,0,1,1,1,-1.00027697726444,-0.00337164546318658,0.0234713126165039,0.999150358479104,1.00516332864351,0,1,0.92250506253913,0
"112",1,-0.915908169278102,0.394289647349746,0.0123093332137033,1,0,0,1,0,0,1,1,0,0,1.97349265091247,-0.995032075812162,-0.983881160194824,0.999150358479104,1.00516332864351,1,1,0.79556790436618,0
"113",0,1.29584137109242,-0.327926049434159,-0.705111134185616,0,1,0,1,0,1,0,0,0,1,-0.0090204345388034,-0.00337164546318658,0.0234713126165039,-1.00075027898908,1.00516332864351,1,0,0.199952526716515,0
"114",1,-0.008523742459428,-1.21063412328115,0.200371009133913,1,0,0,0,1,0,1,1,1,0,-1.00027697726444,0.988288784885789,-0.983881160194824,-1.00075027898908,-0.994763708052689,0,1,0.946914468426257,1
"115",1,-0.859196642601935,-1.53161887740733,0.287436599837714,0,0,1,0,1,1,0,1,1,1,-0.0090204345388034,-0.995032075812162,-0.983881160194824,-1.00075027898908,-0.994763708052689,0,1,0.468395369360223,1
"116",0,-1.02933122263044,-1.61186506593888,0.660077328049982,0,1,0,0,1,0,1,0,0,0,0.982236108186834,-0.995032075812162,0.0234713126165039,0.999150358479104,1.00516332864351,1,1,0.196129212155938,0
"117",0,1.18241831774008,0.715274401475926,-0.927999046387347,0,1,0,0,1,1,0,1,0,0,0.982236108186834,2.97160964558374,-0.983881160194824,0.999150358479104,1.00516332864351,0,1,0.719489095499739,0
"118",1,-1.02933122263044,-0.648910803560338,0.357089072400755,1,0,0,0,1,0,1,1,0,1,0.982236108186834,0.988288784885789,1.03082378542783,-1.00075027898908,1.00516332864351,0,0,0.829136840300635,0
"119",1,0.842149157683079,1.67822866385447,1.58645521313842,1,0,0,1,0,1,0,1,0,1,-1.00027697726444,1.97994921523476,2.03817625823916,-1.00075027898908,1.00516332864351,1,0,0.0833597362507135,1
"120",0,0.218322364245241,-0.809403180623428,0.175992643736849,0,0,1,1,0,1,0,0,0,0,1.97349265091247,-0.00337164546318658,-0.983881160194824,-1.00075027898908,-0.994763708052689,1,1,0.578405495034531,1
"121",1,1.23912984441625,0.394289647349746,1.66655555658592,0,1,0,0,1,0,1,1,0,1,-1.00027697726444,-0.00337164546318658,0.0234713126165039,-1.00075027898908,-0.994763708052689,1,1,0.963194777956232,1
"122",1,-1.0860427493066,-1.61186506593888,1.42625452624343,0,0,1,1,0,1,0,0,0,0,0.982236108186834,0.988288784885789,-0.983881160194824,0.999150358479104,1.00516332864351,0,1,0.620561475632712,1
"123",0,0.161610837569073,0.394289647349746,-1.41556635432863,1,0,0,0,1,1,0,1,1,0,2.96474919363811,-0.00337164546318658,-0.983881160194824,0.999150358479104,1.00516332864351,1,0,0.725546655477956,0
"124",0,-0.405504429192598,0.0733048932235663,0.0541008167515277,1,0,0,0,1,0,1,0,0,1,2.96474919363811,2.97160964558374,0.0234713126165039,0.999150358479104,-0.994763708052689,0,0,0.28237688424997,0
